itemid,label,fluid,category
51968,Camp,Urine,Chemistry
51969,"Catecholamines, Urine",Urine,Chemistry
51970,Cben,Urine,Chemistry
51971,Ccoc,Urine,Chemistry
51972,Chlamydia trachomatis,Urine,Chemistry
51973,Copi,Urine,Chemistry
51974,"Copper, Urine",Urine,Chemistry
51975,Coproporphyrins,Urine,Chemistry
51976,"Cortisol, Urine",Urine,Chemistry
51977,"Creatinine, Blood",Urine,Chemistry
51978,DirList,Urine,Chemistry
51979,"Estriol, Urine",Urine,Chemistry
51980,Fentanyl,Urine,Chemistry
51981,Glucose,Urine,Chemistry
51982,"Immunoelectrophoresis, Urine",Urine,Chemistry
51983,"Iron, Urine",Urine,Chemistry
51984,Ketone,Urine,Chemistry
51985,Leukocytes,Urine,Chemistry
51986,Neisseria gonorrhoeae,Urine,Chemistry
51987,Nitrite,Urine,Chemistry
51988,O & P,Urine,Chemistry
51989,Oxycodone,Urine,Chemistry
51990,"Phenothiazine Screen, Urine",Urine,Chemistry
51991,"Propoxyphene, Urine",Urine,Chemistry
51992,Protein,Urine,Chemistry
51993,Referred,Urine,Chemistry
51994,Specific Gravity,Urine,Chemistry
51995,Study Urine,Urine,Chemistry
51996,Trichomonas vaginalis,Urine,Chemistry
51997,UIFEgel,Urine,Chemistry
51998,UPEPgel,Urine,Chemistry
51999,Urine Amylase,Urine,Chemistry
52000,Urine  Creatinine,Urine,Chemistry
52001,"Urine PEP, Gamma region",Urine,Chemistry
52002,Urobilinogen,Urine,Chemistry
52003,Uroporphyrins,Urine,Chemistry
52004,UTX1,Urine,Chemistry
52005,UTX2,Urine,Chemistry
52006,UTX3,Urine,Chemistry
52007,UTX4,Urine,Chemistry
52008,UTX5,Urine,Chemistry
52009,UTX6,Urine,Chemistry
52010,UTX7,Urine,Chemistry
52011,UTX8,Urine,Chemistry
52012,UTX9,Urine,Chemistry
52013,Vanillylmandelic Acid,Urine,Chemistry
52014,Voided Specimen,Urine,Chemistry
52015,Xylose,Urine,Chemistry
52016,Z,Urine,Chemistry
52017,"Zinc, Urine",Urine,Chemistry
52018,PAN1,Urine,Chemistry
52019,PAN2,Urine,Chemistry
52020,UTX10,Urine,Chemistry
52021,Abz,Blood,Blood Gas
52022,"Albumin, Blood",Blood,Blood Gas
52023,Assist/Control,Blood,Blood Gas
52024,"Creatinine, Whole Blood",Blood,Blood Gas
52025,Delete,Blood,Blood Gas
52026,Estimated GFR (MDRD equation),Blood,Blood Gas
52027,"Glucose, Whole Blood",Blood,Blood Gas
52028,Hematocrit,Blood,Blood Gas
52029,% Ionized Calcium,Blood,Blood Gas
52030,Lithium,Blood,Blood Gas
52031,Osmolality,Blood,Blood Gas
52032,P50 of Hemoglobin,Blood,Blood Gas
52033,Specimen Type,Blood,Blood Gas
52034,Total Calcium,Blood,Blood Gas
52035,Total Calcium,Blood,Blood Gas
52036,Voided Specimen,Blood,Blood Gas
52037,WB tCO2,Blood,Blood Gas
52038,Base Excess,Fluid,Blood Gas
52039,Calculated Bicarbonate,Fluid,Blood Gas
52040,pCO2,Fluid,Blood Gas
52041,pH,Fluid,Blood Gas
52042,pO2,Fluid,Blood Gas
52043,Voided Specimen,Other Body Fluid,Blood Gas
52044,"Osmolality, Urine",Urine,Blood Gas
52045,"pH, Urine",Urine,Blood Gas
52046,"Potassium, Urine",Urine,Blood Gas
52047,"Sodium, Urine",Urine,Blood Gas
52048,Atyps#,Ascites,Hematology
52049,Bands#,Ascites,Hematology
52050,Basos#,Ascites,Hematology
52051,Blasts#,Ascites,Hematology
52052,Eos#,Ascites,Hematology
52053,Histio#,Ascites,Hematology
52054,Histiocyte,Ascites,Hematology
52055,Hyperseg,Ascites,Hematology
52056,Hyperseg#,Ascites,Hematology
52057,Lymphs#,Ascites,Hematology
52058,Metas#,Ascites,Hematology
52059,Monos#,Ascites,Hematology
52060,Myelos#,Ascites,Hematology
52061,Nuc Rbcs#,Ascites,Hematology
52062,Plasma#,Ascites,Hematology
52063,Polys#,Ascites,Hematology
52064,Promyelo#,Ascites,Hematology
52065,"Total Nucleated Cells, Ascites",Ascites,Hematology
52066,Voided Specimen,Ascites,Hematology
52067,Young#,Ascites,Hematology
52068,24 Hr,Blood,Hematology
52069,Absolute Basophil Count,Blood,Hematology
52070,Absolute CD19 Count,Blood,Hematology
52071,Absolute CD20 Count,Blood,Hematology
52072,Absolute CD56 Count,Blood,Hematology
52073,Absolute Eosinophil Count,Blood,Hematology
52074,Absolute Monocyte Count,Blood,Hematology
52075,Absolute Neutrophil Count,Blood,Hematology
52076,Acid Phosphatase Stain,Blood,Hematology
52077,Acidserum,Blood,Hematology
52078,Antithrombin III,Blood,Hematology
52079,ASA Tol,Blood,Hematology
52080,Asd,Blood,Hematology
52081,ASD & NA-F,Blood,Hematology
52082,Aspirin Reactivity,Blood,Hematology
52083,Autohem+g,Blood,Hematology
52084,Autohem-g,Blood,Hematology
52085,Bleed Tm,Blood,Hematology
52086,Bleed Tm,Blood,Hematology
52087,CD15/56,Blood,Hematology
52088,CD 1a,Blood,Hematology
52089,CD30,Blood,Hematology
52090,CD42,Blood,Hematology
52091,CD52,Blood,Hematology
52092,CD56 %,Blood,Hematology
52093,CD56 Absolute Count,Blood,Hematology
52094,CD61,Blood,Hematology
52095,CD62,Blood,Hematology
52096,Chloroacetate,Blood,Hematology
52097,Circ Ab,Blood,Hematology
52098,Clot Lysis,Blood,Hematology
52099,Clot Retraction,Blood,Hematology
52100,Clot Time,Blood,Hematology
52101,Cr,Blood,Hematology
52102,Crenated Cells,Blood,Hematology
52103,Cross Imm,Blood,Hematology
52104,Cryoglob,Blood,Hematology
52105,Direct Antiplatelet Antibodies,Blood,Hematology
52106,Donath-l,Blood,Hematology
52107,dRVVT - Confirmation,Blood,Hematology
52108,dRVVT - Normalized Ratio,Blood,Hematology
52109,dRVVT - Screen,Blood,Hematology
52110,DSmear,Blood,Hematology
52111,Echinocytes,Blood,Hematology
52112,Euglobulin Lysis,Blood,Hematology
52113,Factor IX Inhibitor,Blood,Hematology
52114,Factor VIII Antigen,Blood,Hematology
52115,Fibrinoge,Blood,Hematology
52116,Fibrinogen,Blood,Hematology
52117,"Fibrinogen, Immunologic",Blood,Hematology
52119,Fitzgerld,Blood,Hematology
52120,Fitzgerld,Blood,Hematology
52121,Fletcher,Blood,Hematology
52122,Fsp,Blood,Hematology
52123,"G6PD, Qualitative",Blood,Hematology
52124,G6pd Spec,Blood,Hematology
52125,Glutathione,Blood,Hematology
52126,Heinz Aph,Blood,Hematology
52127,Helmet Cells,Blood,Hematology
52128,Hemoglobin H Inclusion,Blood,Hematology
52129,Hemoglobin Other,Blood,Hematology
52130,Histiocytes,Blood,Hematology
52131,HIT-Ab Interpreted Result,Blood,Hematology
52132,HIT-Ab Numerical Result,Blood,Hematology
52133,Hmwk,Blood,Hematology
52134,IG,Blood,Hematology
52135,Immature Granulocytes,Blood,Hematology
52136,Inhibitor,Blood,Hematology
52137,Inh Scr,Blood,Hematology
52138,Kct,Blood,Hematology
52139,LE Prep,Blood,Hematology
52140,LS,Blood,Hematology
52141,Malaria Smear,Blood,Hematology
52142,Mean Platelet Volume,Blood,Hematology
52143,Methemalb,Blood,Hematology
52144,Methemoglobin,Blood,Hematology
52145,Mono Spot Test,Blood,Hematology
52146,Naphtol Acetate Stain,Blood,Hematology
52147,NEUTX,Blood,Hematology
52148,NEUTY,Blood,Hematology
52149,NFletcher,Blood,Hematology
52150,Non-Specific Esterase,Blood,Hematology
52151,NRBC,Blood,Hematology
52152,"Osmotic Fragility, Incubated",Blood,Hematology
52153,Other Inhibitor,Blood,Hematology
52154,P2Y12 Reaction Units,Blood,Hematology
52155,Periodic Acid Schiff Stain,Blood,Hematology
52156,Peroxidase Staining,Blood,Hematology
52157,Plasma Hemoglobin,Blood,Hematology
52158,Plasminogen,Blood,Hematology
52159,Platelet Aggregation,Blood,Hematology
52160,Prekallekrein,Blood,Hematology
52161,Problem Specimen,Blood,Hematology
52162,Protein S,Blood,Hematology
52163,PT Control,Blood,Hematology
52164,PT Mean,Blood,Hematology
52165,PTT Control,Blood,Hematology
52166,PTT-LA,Blood,Hematology
52167,PTT mea,Blood,Hematology
52168,Pyruvate Kinase,Blood,Hematology
52169,QFib,Blood,Hematology
52170, Rbc,Blood,Hematology
52171,RBC Morphology,Blood,Hematology
52172,RDW-SD,Blood,Hematology
52173,Red Blood Cell Enzyme,Blood,Hematology
52174,"Reptilase Time, Control",Blood,Hematology
52175,Ristocetin Response,Blood,Hematology
52176,Rouleaux,Blood,Hematology
52177,SCT - Confirmation,Blood,Hematology
52178,SCT - Normalized Ratio,Blood,Hematology
52179,SCT - Screen,Blood,Hematology
52180,STA-CLOT,Blood,Hematology
52181,Stomatocyte,Blood,Hematology
52182,Sudan Black Staining,Blood,Hematology
52183,Sulf Hgb,Blood,Hematology
52184,TCR Alpha-Beta,Blood,Hematology
52185,TCR Gamma-Delta,Blood,Hematology
52186,Test,Blood,Hematology
52187,Thrombin Time,Blood,Hematology
52188,Thrombin Time Control,Blood,Hematology
52189,Thrombin Time Control,Blood,Hematology
52190,Tissue Thromboplastin Inhibitor,Blood,Hematology
52191,Tr- Acid,Blood,Hematology
52192,Trap Stain,Blood,Hematology
52193,Viii Ag,Blood,Hematology
52194,VIII-CIE,Blood,Hematology
52195,Voided Specimen,Blood,Hematology
52196,WAM Manual Diff,Blood,Hematology
52197,WAM MANUAL DIFF 2,Blood,Hematology
52198,ErytFlg,Blood,Hematology
52199,FragFlg,Blood,Hematology
52200,PltDist,Blood,Hematology
52201,PltScat,Blood,Hematology
52202,PltClmp,Blood,Hematology
52203,RBCAgg,Blood,Hematology
52204,RBCDist,Blood,Hematology
52205,RetScat,Blood,Hematology
52206,RetFlg,Blood,Hematology
52207,TurbHbI,Blood,Hematology
52208,BasoFlg,Blood,Hematology
52209,EosFlg,Blood,Hematology
52210,LeftShf,Blood,Hematology
52211,LymFlg,Blood,Hematology
52212,MonoFlg,Blood,Hematology
52213,NRBCFlg,Blood,Hematology
52214,AbnLymp,Blood,Hematology
52215,ATLFlg,Blood,Hematology
52216,BlasFlg,Blood,Hematology
52217,Bl/AbLy,Blood,Hematology
52218,IG Flg,Blood,Hematology
52219,WBCScat,Blood,Hematology
52220,wbcp,Blood,Hematology
52221,Atypical Lymphocytes,Cerebrospinal Fluid,Hematology
52222,Atyps#,Cerebrospinal Fluid,Hematology
52223,Bands,Cerebrospinal Fluid,Hematology
52224,Bands#,Cerebrospinal Fluid,Hematology
52225,Basophils,Cerebrospinal Fluid,Hematology
52226,Basos#,Cerebrospinal Fluid,Hematology
52227,Blasts,Cerebrospinal Fluid,Hematology
52228,Blasts#,Cerebrospinal Fluid,Hematology
52229,Delete,Cerebrospinal Fluid,Hematology
52230,Delete,Cerebrospinal Fluid,Hematology
52231,Delete,Cerebrospinal Fluid,Hematology
52232,Delete,Cerebrospinal Fluid,Hematology
52233,Delete,Cerebrospinal Fluid,Hematology
52234,Delete,Cerebrospinal Fluid,Hematology
52235,Delete,Cerebrospinal Fluid,Hematology
52236,Delete,Cerebrospinal Fluid,Hematology
52237,Delete,Cerebrospinal Fluid,Hematology
52238,Delete,Cerebrospinal Fluid,Hematology
52239,Delete,Cerebrospinal Fluid,Hematology
52240,Delete,Cerebrospinal Fluid,Hematology
52241,Delete,Cerebrospinal Fluid,Hematology
52242,Delete,Cerebrospinal Fluid,Hematology
52243,Delete,Cerebrospinal Fluid,Hematology
52244,Delete,Cerebrospinal Fluid,Hematology
52245,Delete,Cerebrospinal Fluid,Hematology
52246,Delete,Cerebrospinal Fluid,Hematology
52247,Delete,Cerebrospinal Fluid,Hematology
52248,Delete,Cerebrospinal Fluid,Hematology
52249,Delete,Cerebrospinal Fluid,Hematology
52250,Delete,Cerebrospinal Fluid,Hematology
52251,Delete,Cerebrospinal Fluid,Hematology
52252,Delete,Cerebrospinal Fluid,Hematology
52253,Delete,Cerebrospinal Fluid,Hematology
52254,Delete,Cerebrospinal Fluid,Hematology
52255,Eos#,Cerebrospinal Fluid,Hematology
52256,Eosinophils,Cerebrospinal Fluid,Hematology
52257,"Hematocrit, CSF",Cerebrospinal Fluid,Hematology
52258,Histiocyte,Cerebrospinal Fluid,Hematology
52260,Hypersegmented Neutrophils,Cerebrospinal Fluid,Hematology
52261,Hypersegmented Neutrophils #,Cerebrospinal Fluid,Hematology
52262,Immunophenotyping,Cerebrospinal Fluid,Hematology
52263,Lining Cell,Cerebrospinal Fluid,Hematology
52264,Lymphs,Cerebrospinal Fluid,Hematology
52265,Lymphs#,Cerebrospinal Fluid,Hematology
52266,Macrophage,Cerebrospinal Fluid,Hematology
52267,Macrophage#,Cerebrospinal Fluid,Hematology
52268,Mesothelial cells,Cerebrospinal Fluid,Hematology
52269,Mesothelial cells #,Cerebrospinal Fluid,Hematology
52270,Metamyelocytes,Cerebrospinal Fluid,Hematology
52271,Metas#,Cerebrospinal Fluid,Hematology
52272,Monocytes,Cerebrospinal Fluid,Hematology
52273,Monos#,Cerebrospinal Fluid,Hematology
52274,Myelocytes,Cerebrospinal Fluid,Hematology
52276,NRBC,Cerebrospinal Fluid,Hematology
52277,NRBC#,Cerebrospinal Fluid,Hematology
52278,Other,Cerebrospinal Fluid,Hematology
52279,Plasma,Cerebrospinal Fluid,Hematology
52280,Plasma#,Cerebrospinal Fluid,Hematology
52281,Polys,Cerebrospinal Fluid,Hematology
52282,Polys#,Cerebrospinal Fluid,Hematology
52283,Promyelocytes,Cerebrospinal Fluid,Hematology
52284,Promyelocytes#,Cerebrospinal Fluid,Hematology
52285,"RBC, CSF",Cerebrospinal Fluid,Hematology
52286,"Total Nucleated Cells, CSF",Cerebrospinal Fluid,Hematology
52287,Voided Specimen,Cerebrospinal Fluid,Hematology
52288,Young,Cerebrospinal Fluid,Hematology
52289,Young#,Cerebrospinal Fluid,Hematology
52290,Dna,I,Hematology
52291,Atyps#,Joint Fluid,Hematology
52292,Bands#,Joint Fluid,Hematology
52293,Basos#,Joint Fluid,Hematology
52294,Blasts,Joint Fluid,Hematology
52295,Blasts#,Joint Fluid,Hematology
52296,Eos#,Joint Fluid,Hematology
52297,Histio#,Joint Fluid,Hematology
52298,Histiocyte,Joint Fluid,Hematology
52299,Hypersegmented Neutrophils,Joint Fluid,Hematology
52300,Hypersegmented Neutrophils #,Joint Fluid,Hematology
52301,Lining Cell,Joint Fluid,Hematology
52302,Lymphs#,Joint Fluid,Hematology
52303,Metas#,Joint Fluid,Hematology
52304,Monos#,Joint Fluid,Hematology
52305,Myelocytes,Joint Fluid,Hematology
52306,Myelos#,Joint Fluid,Hematology
52307,Plasma,Joint Fluid,Hematology
52308,Plasma#,Joint Fluid,Hematology
52309,Polys#,Joint Fluid,Hematology
52310,Promyelo#,Joint Fluid,Hematology
52311,Promyelocytes,Joint Fluid,Hematology
52312,"Total Nucleated Cells, Joint",Joint Fluid,Hematology
52313,Voided Specimen,Joint Fluid,Hematology
52314,Young,Joint Fluid,Hematology
52315,Young#,Joint Fluid,Hematology
52316,Acid Phosphatase Stain,Bone Marrow,Hematology
52317,Asd,Bone Marrow,Hematology
52318,Asd&na-f,Bone Marrow,Hematology
52319,CD 1a,Bone Marrow,Hematology
52320,CD30,Bone Marrow,Hematology
52321,CD42,Bone Marrow,Hematology
52322,CD52,Bone Marrow,Hematology
52323,CD61,Bone Marrow,Hematology
52324,CD62,Bone Marrow,Hematology
52325,Chloroacetate Esterase,Bone Marrow,Hematology
52326,Naphthol Acetate Stain,Bone Marrow,Hematology
52327,Naphthol Butryrate,Bone Marrow,Hematology
52328,Periodic Schiff Stain,Bone Marrow,Hematology
52329,Peroxidase Stain,Bone Marrow,Hematology
52330,Sudan Black Stain,Bone Marrow,Hematology
52331,TCR Alpha-Beta,Bone Marrow,Hematology
52332,TCR Gamma-Delta,Bone Marrow,Hematology
52333,Tr-acid,Bone Marrow,Hematology
52334,Voided Specimen,Bone Marrow,Hematology
52335,TdT,Bone Marrow,Hematology
52336,Atyps#,Other Body Fluid,Hematology
52337,Bands#,Other Body Fluid,Hematology
52338,Basos#,Other Body Fluid,Hematology
52339,Blasts,Other Body Fluid,Hematology
52340,Blasts#,Other Body Fluid,Hematology
52341,CD 1a,Other Body Fluid,Hematology
52342,CD30,Other Body Fluid,Hematology
52343,CD42,Other Body Fluid,Hematology
52344,CD52,Other Body Fluid,Hematology
52345,CD55,Other Body Fluid,Hematology
52346,CD59,Other Body Fluid,Hematology
52347,CD61,Other Body Fluid,Hematology
52348,CD62,Other Body Fluid,Hematology
52349,Chloroac,Other Body Fluid,Hematology
52350,Eos#,Other Body Fluid,Hematology
52351,Fetal Hgb,Other Body Fluid,Hematology
52352,FETAL LUNG MATURITY - LBC,Other Body Fluid,Hematology
52353,Histiocyte#,Other Body Fluid,Hematology
52354,Histiocytes,Other Body Fluid,Hematology
52355,Hypersegmented Neutrophils,Other Body Fluid,Hematology
52356,Hypersegmented Neutrophils#,Other Body Fluid,Hematology
52357,Iron,Other Body Fluid,Hematology
52358,Lining Cell,Other Body Fluid,Hematology
52359,Lymphs#,Other Body Fluid,Hematology
52360,Metamyelocytes#,Other Body Fluid,Hematology
52361,Monos#,Other Body Fluid,Hematology
52362,Myelos#,Other Body Fluid,Hematology
52363,NRBC#,Other Body Fluid,Hematology
52364,Plasma#,Other Body Fluid,Hematology
52365,Polys#,Other Body Fluid,Hematology
52366,Promyelocyte#,Other Body Fluid,Hematology
52367,TCR Alpha-Beta,Other Body Fluid,Hematology
52368,TCR Gamma-Delta,Other Body Fluid,Hematology
52369,"Total Nucleated Cells, Other",Other Body Fluid,Hematology
52370,Voided Specimen,Other Body Fluid,Hematology
52371,Young,Other Body Fluid,Hematology
52372,Young#,Other Body Fluid,Hematology
52373,TdT,Other Body Fluid,Hematology
52374,,Other Body Fluid,Hematology
52375,Atyps#,Pleural,Hematology
52376,Bands#,Pleural,Hematology
52377,Basos#,Pleural,Hematology
52378,Blasts#,Pleural,Hematology
52379,Eos#,Pleural,Hematology
52380,Histiocyte#,Pleural,Hematology
52381,Histiocytes,Pleural,Hematology
52382,Hypersegmented  Neutrophils#,Pleural,Hematology
52383,Hypersegmented Neutrophils,Pleural,Hematology
52384,Lymphs#,Pleural,Hematology
52385,Metas#,Pleural,Hematology
52386,Monos#,Pleural,Hematology
52387,Myelos#,Pleural,Hematology
52388,Plasma#,Pleural,Hematology
52389,Polys#,Pleural,Hematology
52390,Promyelocytes#,Pleural,Hematology
52391,"Total Nucleated Cells, Pleural",Pleural,Hematology
52392,Voided Specimen,Pleural,Hematology
52393,Young#,Pleural,Hematology
52394,FL1-D,Q,Hematology
52395,FL1-%FL2,Q,Hematology
52396,FL1-S,Q,Hematology
52397,FL2-D,Q,Hematology
52398,FL2-%FL1,Q,Hematology
52399,FL2-S,Q,Hematology
52400,FSC-S,Q,Hematology
52401,SSC-D,Q,Hematology
52402,SSC-S,Q,Hematology
52403,Bile,Stool,Hematology
52404,Fat,Stool,Hematology
52405,Prblm,Stool,Hematology
52406,Voided Specimen,Stool,Hematology
52407,WBC,Stool,Hematology
52408,Bacturia,Urine,Hematology
52409,Budding Yeast,Urine,Hematology
52410,Fatty Casts,Urine,Hematology
52411,Hgb,Urine,Hematology
52412,HPF,Urine,Hematology
52413,Leuks,Urine,Hematology
52414,LEUKS,Urine,Hematology
52415,LPF,Urine,Hematology
52416,Myoglobin,Urine,Hematology
52417,Pku,Urine,Hematology
52418,Problem Specimen,Urine,Hematology
52419,Voided Specimen,Urine,Hematology
52420,ZZDUMMY,Urine,Hematology
52421,GATE,Urine,Hematology
52422,RUN,Urine,Hematology
52423,SKIP,Urine,Hematology
52424,RFXUCU,Urine,Hematology
52425,XUCU,Urine,Hematology
52426,UCU1,Urine,Hematology
52427,UCU2,Urine,Hematology
52434,"Chloride, Whole Blood",Blood,Blood Gas
52442,Lactate,Blood,Blood Gas
52452,"Potassium, Whole Blood",Blood,Blood Gas
52455,"Sodium, Whole Blood",Blood,Blood Gas
52500,Anion Gap,Blood,Chemistry
52535,Chloride,Blood,Chemistry
52546,Creatinine,Blood,Chemistry
52548,Cryoglobulin,Blood,Chemistry
52551,D-Dimer,Blood,Chemistry
52562,Folate,Blood,Chemistry
52569,Glucose,Blood,Chemistry
52610,Potassium,Blood,Chemistry
52623,Sodium,Blood,Chemistry
52642,Troponin I,Blood,Chemistry
52647,Urea Nitrogen,Blood,Chemistry
52703,"Albumin, Urine",Urine,Chemistry
52720,"HCG, Urine, Qualitative",Urine,Chemistry
52730,pH,Urine,Chemistry
52769,Absolute Lymphocyte Count,Blood,Hematology
52786,Bleeding Time,Blood,Hematology
52838,Factor II,Blood,Hematology
52840,Factor IX,Blood,Hematology
52842,Factor V,Blood,Hematology
52844,Factor VII,Blood,Hematology
52846,Factor VIII,Blood,Hematology
52849,Factor X,Blood,Hematology
52851,Factor XI,Blood,Hematology
52853,Factor XII,Blood,Hematology
52855,Factor XIII,Blood,Hematology
52858,Fibrin Degradation Products,Blood,Hematology
52889,Lupus Anticoagulant,Blood,Hematology
52921,PT,Blood,Hematology
52923,PTT,Blood,Hematology
52929,Reptilase Time,Blood,Hematology
52934,"Reticulocyte Count, Manual",Blood,Hematology
52948,Thrombin,Blood,Hematology
52955,CD10,Bone Marrow,Hematology
52992,Iron Stain,Bone Marrow,Hematology
53012,NRBC,Joint Fluid,Hematology
53083,NRBC,Pleural,Hematology
53084,Alanine Aminotransferase,Blood,Chemistry
53085,Albumin,Blood,Chemistry
53086,Alkaline Phosphatase,Blood,Chemistry
53087,Amylase,Blood,Chemistry
53088,Asparate Aminotransferase,Blood,Chemistry
53089,"Bilirubin, Total",Blood,Chemistry
53093,Gamma Glutamyltranferase,Blood,Chemistry
53094,HBV VL CT,Blood,Chemistry
53095,Lyme VsIE/PepC10 Antibody,Blood,Chemistry
53096,"Protein, Total",Blood,Chemistry
53097,COV10,Other Body Fluid,Chemistry
53098,COV11,Other Body Fluid,Chemistry
53099,COV12,Other Body Fluid,Chemistry
53100,COV13,Other Body Fluid,Chemistry
53104,"COVID-19, RAPID ANTIGEN",Other Body Fluid,Chemistry
53105,E GENE CT,Other Body Fluid,Chemistry
53106,E GENE ENDPT,Other Body Fluid,Chemistry
53107,FLUA1,Other Body Fluid,Chemistry
53108,FLUA2,Other Body Fluid,Chemistry
53109,FLUB1,Other Body Fluid,Chemistry
53110,FLUB2,Other Body Fluid,Chemistry
53111,N2 GENE CT,Other Body Fluid,Chemistry
53112,N2 GENE ENDPT,Other Body Fluid,Chemistry
53113,Rapid Respiratory Syncytial Virus,Other Body Fluid,Chemistry
53114,RSV1,Other Body Fluid,Chemistry
53115,RSV2,Other Body Fluid,Chemistry
53116,(Albumin),Ascites,Chemistry
53117,Alpha-1,Ascites,Chemistry
53118,Alpha-2,Ascites,Chemistry
53119,Beta,Ascites,Chemistry
53120,Clostrid,Ascites,Chemistry
53121,Cryptococ,Ascites,Chemistry
53122,Fl Scan,Ascites,Chemistry
53123,"Immunoelectrophoresis, Ascites",Ascites,Chemistry
53124,"Immunoglobulin G, Ascites",Ascites,Chemistry
53125,"PEP, Ascites, Gamma Region",Ascites,Chemistry
53126,"Uric Acid, Ascites",Ascites,Chemistry
53127,Voided Specimen,Ascites,Chemistry
53128,11-Deoxycorticosterone,Blood,Chemistry
53129,3t,Blood,Chemistry
53130,4t,Blood,Chemistry
53131,5' Nucleotidase,Blood,Chemistry
53132,Absolute Lymphocyte Count,Blood,Chemistry
53133,Absolute Neutrophil,Blood,Chemistry
53134,Absolute Other WBC,Blood,Chemistry
53135,"Acid Phosphatase, Prostatic Fraction",Blood,Chemistry
53136,Adrenocorticotrophic Hormone,Blood,Chemistry
53137,Afp Mom,Blood,Chemistry
53138,(Albumin),Blood,Chemistry
53139,Aldosterone,Blood,Chemistry
53140,Aldosterone,Blood,Chemistry
53141,Alpha-1,Blood,Chemistry
53142,Alpha-1-antitrypsin,Blood,Chemistry
53143,Alpha-2,Blood,Chemistry
53144,ANCA Titer,Blood,Chemistry
53145,Anti-GBM Antibody,Blood,Chemistry
53146,Anti Hav,Blood,Chemistry
53147,Anti Hbc,Blood,Chemistry
53148,Anti Hbe,Blood,Chemistry
53149,Anti-hbs,Blood,Chemistry
53150,Anti Hbs,Blood,Chemistry
53151,Anti-la,Blood,Chemistry
53152,HIV FINAL,Blood,Chemistry
